battleNum,battleDetail,beginDate,endDate,unknownDay,latitude,longitude,shrtNm,desc,type,killed,usCasTot,csCasTot
0,,1864-01-28,1864-01-28,FALSE,-0.023518286,-0.023518286,,"Skirmish at Indian Creek, TN",Skirmish,0,0,0
1,,1865-04-02,1865-04-02,FALSE,-0.515018226,-0.515018226,,"Skirmish near Goldsborough, N. C.",Skirmish,0,0,0
2,TX005,1865-05-12,1865-05-13,FALSE,0.133255235,-0.499631468,,Battle at Palmetto Ranch,Battle,126,118,8
3,,1864-03-16,1864-03-16,FALSE,0.222193322,-0.827827431,,"Skirmish at Santa Rosa, Tex.",Skirmish,0,0,0
4,,1864-03-19,1864-03-19,FALSE,0.072488732,-0.26226368,,"Attack on Laredo, Tex.",Skirmish,0,0,0
5,,1862-08-16,1862-08-18,FALSE,0.122534766,-0.429164862,,"Bombardment of Corpus Christi, Tex.",Skirmish,0,0,0
6,,1864-03-17,1864-03-17,FALSE,0.133275482,-0.466783066,,"Affair at Corpus Christi, Tex.",Skirmish,0,0,0
7,,1864-03-22,1864-03-22,FALSE,0.111420942,-0.390239887,,"Affair at Corpus Christi, Tex.",Skirmish,0,0,0
8,,1864-02-13,1864-02-14,FALSE,0.14673996,-0.430341674,,"Skirmishes at Pease Creek, Fla.",Skirmish,0,0,0
9,,1864-02-20,1864-02-20,FALSE,0.228386333,-0.669784538,,"Skirmish at Pease Creek, Fla.",Skirmish,0,0,0
10,,1863-11-17,1863-11-17,FALSE,0.197816669,-0.688635339,,"Capture of Confederate battery at Aransas Pass, TX",Skirmish,0,0,0
11,FL004,1863-10-16,1863-10-18,FALSE,0.271486278,-0.801163228,,"Engagement at Fort Brooke, Fla.",Battle,0,0,0
12,,1863-12-25,1863-12-25,FALSE,0.128769603,-0.380002525,,"Engagement at Fort Brooke, Fla.",Battle,0,0,0
13,,1864-05-06,1864-05-06,FALSE,0.063983123,-0.188823678,,"Affair at Tampa, Fla.",Skirmish,0,0,0
14,,1862-05-25,1862-05-25,FALSE,0.019217228,-0.056692193,,"Affair between James and Dixon's Islands, S.C.",Skirmish,0,0,0
15,FL002,1862-06-30,1862-07-01,FALSE,0.066204932,-0.195309275,,"Bombardment of Tampa, Fla.",Skirmish,0,0,0
16,,1863-12-29,1863-12-29,FALSE,0.041316351,-0.140165183,,"Skirmish on Matagorda Peninsula, Tex.",Skirmish,0,0,0
17,,1863-02-24,1863-02-24,FALSE,0.240907934,-0.815237022,,"Capture of the Indianola, TX",Skirmish,0,0,0
18,,1864-02-22,1864-02-22,FALSE,0.033903958,-0.114731637,,"Affair near Indianola, Tex.",Skirmish,0,0,0
19,,1862-11-20,1862-11-20,FALSE,0.147935629,-0.494850657,,"Affair near Matagorda, Tex.",Skirmish,0,0,0
20,,1864-06-19,1864-06-19,FALSE,0.005219825,-0.018272765,,"Affair at Eagle Pass, Tex.",Skirmish,0,0,0
21,,1862-08-11,1862-08-11,FALSE,0.068121727,-0.224331826,,"Affair at Velasco, Tex.",Skirmish,0,0,0
22,,1864-03-21,1864-03-21,FALSE,0.243161017,-0.800754146,,"Affair at Velasco, Tex.",Skirmish,0,0,0
23,,1862-03-23,1862-03-23,FALSE,0.211810341,-0.590478297,,"Affair at Smyrna, Fla.",Skirmish,0,0,0
24,TX003,1863-01-01,1863-01-01,FALSE,0.0139773,-0.045246222,,"Recapture of Galveston, Tex., by Confederate forces.",Battle,650,600,50
25,,1864-03-13,1864-03-13,FALSE,0.000324102,-0.00090217,,"Capture of C. S. steamer Sumter in Lake George, Fla.",Skirmish,0,0,0
26,TX002,1862-10-05,1862-10-05,FALSE,0.274378238,-0.885963002,,"Galveston, Tex., captured by Union fleet.",Event,0,0,0
27,LA001,1862-04-18,1862-04-28,FALSE,0.263274964,-0.802238715,,Battle of Forts Jackson and Saint Philip,Battle,1011,229,782
28,,1864-05-19,1864-05-19,FALSE,0.019878949,-0.055074171,,"Affairs at Welaka, FL",Skirmish,0,0,0
29,,1865-02-05,1865-02-05,FALSE,0.181026316,-0.501529242,,"Action at Braddock's Farm, near Welaka, Fla.",Skirmish,0,0,0
30,,1865-03-19,1865-03-19,FALSE,0.128445876,-0.355856341,,"Skirmish at Welaka, Fla.",Skirmish,0,0,0
31,,1864-05-23,1864-05-23,FALSE,0.140649559,-0.389026527,,Capture of U.S. steamer Columbine [in FL?],Skirmish,88,88,0
32,,1864-08-17,1864-08-17,FALSE,0.261982979,-0.727538765,,"Action at Gainesville, Fla.",Skirmish,0,0,0
33,,1864-03-16,1864-03-16,FALSE,0.169234317,-0.466081339,,"Skirmish near Palatka, Fla.",Skirmish,0,0,0
34,,1864-03-31,1864-03-31,FALSE,0.260653897,-0.717856281,,"Skirmish at Palatka, Fla.",Skirmish,0,0,0
35,,1864-08-13,1864-08-13,FALSE,0.01020716,-0.028111124,,"Skirmish at Palatka, Fla.",Skirmish,0,0,0
36,,1863-03-27,1863-03-27,FALSE,0.09200072,-0.253375436,,"Skirmish at Palatka, Fla.",Skirmish,0,0,0
37,,1864-02-14,1864-02-14,FALSE,0.182819431,-0.507257288,,Skirmish at Gainesville.,Skirmish,0,0,0
38,,1862-06-01,1862-06-01,FALSE,0.117790824,-0.361863866,,"Skirmish at Berwick, La.",Skirmish,0,0,0
39,,1864-04-26,1864-04-26,FALSE,0.141144508,-0.433608455,,"Skirmish at Berwick, La.",Skirmish,0,0,0
40,,1864-05-01,1864-05-01,FALSE,0.100170708,-0.307733305,,"Affair at Berwick, La.",Skirmish,0,0,0
41,,1863-06-21,1863-06-21,FALSE,0.196794309,-0.604429833,,"Skirmish at Brashear City, LA",Skirmish,0,0,0
42,,1863-03-28,1863-03-28,FALSE,0.172360171,-0.529888458,,"Capture of U.S. S. Diana near Pattersonville, LA",Skirmish,0,0,0
43,,1863-04-11,1863-04-11,FALSE,0.167806369,-0.515888662,,"Skirmish near Pattersonville, LA",Skirmish,0,0,0
44,,1863-06-24,1863-06-24,FALSE,0.152053597,-0.465329513,,"Skirmish at Chacahoula Station, LA",Skirmish,0,0,0
45,,1865-05-03,1865-05-03,FALSE,0.252648627,-0.773180409,,"Skirmish at Chacahoula, La. [In the vicinity of Brashear City, La.]",Skirmish,0,0,0
46,,1865-05-03,1865-05-03,FALSE,0.284341729,-0.870170787,,"Skirmish at Chacahoula, La.",Skirmish,0,0,0
47,TX006,1863-09-08,1863-09-08,FALSE,0.016607636,-0.052436957,,Battle of Sabine Pass II,Battle,230,230,0
48,TX001,1862-09-24,1862-09-25,FALSE,0.121632487,-0.384046176,,Engagement at Sabine Pass,Battle,0,0,0
49,LA006,1863-04-12,1863-04-13,FALSE,0.101326686,-0.311261221,,Engagement at Fort Bisland,Battle,674,224,450
50,,1863-11-23,1863-11-23,FALSE,0.04369812,-0.13942343,,"Skirmish at Cedar Bayou, TX",Skirmish,0,0,0
51,,1863-05-25,1863-05-25,FALSE,0.121154799,-0.372214444,,"Skirmish at Centreville, La.",Skirmish,0,0,0
52,LA012,1863-06-20,1863-06-21,FALSE,0.158196633,-0.482377245,,"Engagement at La Fourche Crossing, LA",Battle,267,48,219
53,,1862-06-20,1862-06-20,FALSE,0.192724871,-0.584667453,,"Skirmish at Bayou des Allemands, LA",Skirmish,0,0,0
54,,1862-06-22,1862-06-22,FALSE,0.094568945,-0.286892834,,"Skirmish at Bayou des Allemands, LA",Skirmish,0,0,0
55,,1863-07-18,1863-07-18,FALSE,0.215329437,-0.653242691,,"Skirmish at Des Allemands, La.",Skirmish,0,0,0
56,LA007,1863-04-14,1863-04-14,FALSE,0.086254046,-0.264672653,,Battle of Irish Bend,Battle,353,353,0
57,,1862-05-20,1862-05-20,FALSE,0.129969697,-0.36878466,,"Affair on Crooked River, Fla.",Skirmish,0,0,0
58,,1863-06-24,1863-06-24,FALSE,0.036656331,-0.111180747,,"Capture of Union forces at Bayou Boeuf Crossing, LA",Skirmish,0,0,0
59,,1864-05-07,1864-05-07,FALSE,0.106169304,-0.322017569,,"Skirmish at Bayou Boeuf, LA",Skirmish,0,0,0
60,,1863-12-30,1863-12-30,FALSE,0.239072042,-0.650306806,,"Skirmish near Saint Augustine, Fla.",Skirmish,0,0,0
61,,1863-03-09,1863-03-09,FALSE,0.258660417,-0.703589715,,"Skirmish near Saint Augustine, Fla.",Skirmish,0,0,0
62,,1862-11-21,1862-11-22,FALSE,0.275374611,-0.846576219,,"Affairs at Petite Anse Island, LA",Skirmish,0,0,0
63,,1863-04-14,1863-04-14,FALSE,0.276393697,-0.84701626,,"Skirmish at Jeanerette, LA",Skirmish,0,0,0
64,,1863-03-24,1863-03-24,FALSE,0.130838118,-0.368394556,,"Affair in Ocklockonnee Bay, Fla.",Skirmish,0,0,0
65,,1864-10-24,1864-10-24,FALSE,0.125490943,-0.341620554,,"Skirmish near Magnolia, Fla.",Skirmish,0,0,0
66,,1864-09-24,1864-09-24,FALSE,0.096671018,-0.263164862,,"Skirmish at Magnolia, Fla.",Skirmish,0,0,0
67,,1863-11-20,1863-11-20,FALSE,0.094680599,-0.289499793,,"Skirmish at Camp Pratt, LA",Skirmish,0,0,0
68,,1863-11-25,1863-11-25,FALSE,0.183361421,-0.560654388,,"Affair at Camp Pratt, LA",Skirmish,0,0,0
69,,1863-07-12,1863-07-13,FALSE,0.095670296,-0.289766297,,"Engagement on the La Fourche , near Donaldsonville.",Battle,463,430,33
70,LA014,1862-08-09,1862-08-09,FALSE,0.11453524,-0.346186377,,"Bombardment of Donaldsonville, LA",Skirmish,0,0,0
71,,1862-10-04,1862-10-04,FALSE,0.178608468,-0.539849728,,"Engagement near Donaldsonville, LA",Battle,0,0,0
72,LA013,1863-06-28,1863-06-28,FALSE,0.141908625,-0.428923297,,Attack on Donaldsonville,Skirmish,24,24,0
73,,1864-02-08,1864-02-08,FALSE,0.165257642,-0.499496436,,"Skirmish at Donaldsonville, La.",Skirmish,0,0,0
74,,1864-09-04,1864-09-04,FALSE,0.178049711,-0.538160867,,"Affair near Donaldsonville, La.",Skirmish,0,0,0
75,,1863-09-23,1863-09-23,FALSE,0.003057282,-0.009236455,,"Affair opposite Donaldsonville, La.",Skirmish,0,0,0
76,,1863-12-03,1863-12-03,FALSE,0.137490677,-0.419123852,,"Affair at Saint Martinsville, La.",Skirmish,0,0,0
77,,1865-03-04,1865-03-05,FALSE,0.135710232,-0.379056211,,"Skirmishes at East River Bridge, Fla.",Skirmish,0,0,0
78,,1863-11-22,1863-11-22,FALSE,0.128393246,-0.381813632,,"Affair on Lake Borgne, La.",Skirmish,0,0,0
79,,1863-03-20,1863-03-20,FALSE,0.097447549,-0.277082115,,"Affair in Saint Andrew's Bay, Fla.",Skirmish,0,0,0
80,,1863-11-09,1863-11-09,FALSE,0.050734239,-0.155258676,,"Skirmish near Indian Bayou, La.",Skirmish,0,0,0
81,,1864-05-09,1864-05-09,FALSE,0.151146402,-0.409438857,,"Destruction of U.S. transport Harriet A. Weed in Saint John's River, Fla.",Skirmish,0,0,0
82,,1864-04-16,1864-04-16,FALSE,0.239730951,-0.649236297,,"Destruction of U.S. transport Hunter in Saint John's River, Fla.",Skirmish,0,0,0
83,,1864-02-11,1864-02-11,FALSE,0.218204413,-0.597119229,,Skirmish at Lake City.,Skirmish,0,0,0
84,,1865-03-05,1865-03-06,FALSE,0.033332103,-0.092911245,,"Skirmishes at Newport Bridge, Fla.",Skirmish,0,0,0
85,,1864-04-01,1864-04-01,FALSE,0.295886891,-0.799696832,,"Destruction of U.S. transport Maple Leaf in Saint John's River, Fla.",Skirmish,0,0,0
86,,1863-10-04,1863-10-04,FALSE,0.274940515,-0.837400702,,"Affair at Nelson's Bridge, near New Iberia.",Skirmish,0,0,0
87,,1863-10-09,1863-10-10,FALSE,0.008708391,-0.026523601,,Skirmishes at Vermillion Bayou.,Skirmish,0,0,0
88,,1863-11-11,1863-11-11,FALSE,0.213778479,-0.651116291,,"Skirmish at Vermillion Bayous, LA",Skirmish,0,0,0
89,,1863-11-25,1863-11-25,FALSE,0.002295584,-0.006991779,,Skirmish near Vermillion Bayou.,Skirmish,0,0,0
90,,1863-11-30,1863-11-30,FALSE,0.255233423,-0.777377783,,Skirmish at Vermillion Bayou.,Skirmish,0,0,0
91,FL005,1864-02-20,1864-02-20,FALSE,0.028759258,-0.078427181,Olustee,Battle of Olustee,Battle,2807,1861,946
92,,1862-04-07,1862-04-07,FALSE,0.014480146,-0.041086213,,"Affair at Saint Andrew's Bay, Fla.",Skirmish,0,0,0
93,,1864-08-05,1864-08-05,FALSE,0.268522488,-0.782107405,,U.S. monitor Tecumseh sunk by torpedo near Fort Morgan.,Skirmish,0,0,0
94,,1863-11-05,1863-11-05,FALSE,0.106050928,-0.322848301,,"Skirmish at Vermillionville, LA",Skirmish,0,0,0
95,,1863-11-08,1863-11-08,FALSE,0.015414364,-0.046925578,,"Skirmish at Vermillionville, LA",Skirmish,0,0,0
96,AL003,1864-08-09,1864-08-22,FALSE,0.210040358,-0.611627031,,Siege of Fort Morgan,Siege,1822,322,1500
97,,1864-08-23,1864-08-23,FALSE,0.099237903,-0.288975816,,"Surrender of Fort Morgan, AL",Surrender,0,0,0
98,,1863-10-12,1863-10-12,FALSE,0.098450801,-0.286671185,,"Attack on blockade-runner under the wails of Fort Morgan, Ala.",Skirmish,0,0,0
99,,1864-08-05,1864-08-05,FALSE,0.272784165,-0.793903468,,"Passage of Fort Morgan by the U. S fleet, and engagement in Mobile Bay.",Battle,0,0,0
100,,1864-08-08,1864-08-08,FALSE,0.117022742,-0.340740851,,"Surrender of Fort Gaines, AL",Surrender,0,0,0
101,,1863-01-28,1863-01-28,FALSE,0.265481995,-0.801197321,,"Skirmish at Indian Village, LA",Skirmish,0,0,0
102,,1864-02-10,1864-02-10,FALSE,0.025451967,-0.06909905,,Skirmish at Barber's Ford.,Skirmish,0,0,0
103,,1864-05-19,1864-05-19,FALSE,0.071870417,-0.19402548,,"Affairs at Saunders, [FL?]",Skirmish,0,0,0
104,,1865-03-19,1865-03-19,FALSE,0.112185276,-0.302861773,,"Skirmish at Saunders, Fla.",Skirmish,0,0,0
105,FL006,1865-03-06,1865-03-06,FALSE,0.060977293,-0.169438009,,"Action at Natural Bridge, Fla.",Skirmish,174,148,26
106,,1862-12-29,1862-12-29,FALSE,0.257946147,-0.776938693,,"Affair near Plaquemine, LA",Skirmish,0,0,0
107,,1863-12-31,1863-01-03,FALSE,0.125988524,-0.379479828,,"Affairs at Plaquemine, LA",Skirmish,0,0,0
108,,1863-06-18,1863-06-18,FALSE,0.06522056,-0.196445565,,"Skirmish at Plaquemine, LA",Skirmish,0,0,0
109,,1864-08-06,1864-08-06,FALSE,0.065881811,-0.198437267,,"Skirmish at Plaquemine, La.",Skirmish,0,0,0
110,,1863-11-23,1863-11-23,FALSE,0.051829072,-0.157194015,,"Affair at Bayou Portage, Grand Lake, LA",Skirmish,0,0,0
111,,1864-08-05,1864-08-05,FALSE,0.065958394,-0.191678152,,Capture of the Confederate ram Tennessee and gun-boat Selma.,Skirmish,0,0,0
112,,1864-08-10,1864-08-10,FALSE,0.095046678,-0.257142387,,"Skirmishes at Baldwin, Fla.",Skirmish,0,0,0
113,,1864-08-12,1864-08-12,FALSE,0.263905867,-0.713979553,,"Skirmishes at Baldwin, Fla.",Skirmish,0,0,0
114,,1864-05-25,1864-05-25,FALSE,0.28694313,-0.774364955,,"Skirmish near Camp Finegan, Fla.",Skirmish,0,0,0
115,,1864-02-08,1864-02-08,FALSE,0.290025516,-0.782683299,,"Skirmish at Ten-Mile Run, near Camp Finegan.",Skirmish,0,0,0
116,,1863-11-17,1863-11-17,FALSE,0.063931573,-0.188408417,,"Skirmish at Bay Saint Louis, Miss.",Skirmish,0,0,0
117,,1864-03-01,1864-03-01,FALSE,0.259570359,-0.700996683,,"Skirmishes at McGirt's Creek, Fla.",Skirmish,0,0,0
118,FL001,1861-10-09,1861-10-09,FALSE,0.021584744,-0.062122172,,"Action on Santa Rosa Island, Fla.",Battle,43,43,0
119,,1864-05-28,1864-05-28,FALSE,0.149521236,-0.402629513,,"Skirmish near Jacksonville, Fla.",Skirmish,0,0,0
120,,1862-01-01,1862-01-01,FALSE,0.105738642,-0.304455324,,"Bombardment of Forts McRee and Barrancas, Pensacola Harbor.",Skirmish,0,0,0
121,,1863-03-25,1863-03-25,FALSE,0.17996554,-0.484445018,,"Skirmish at Jacksonville, Fla.",Skirmish,0,0,0
122,,1863-03-29,1863-03-29,FALSE,0.200808005,-0.540550362,,"Skirmish at Jacksonville, Fla.",Skirmish,0,0,0
123,,1864-03-01,1864-03-01,FALSE,0.134838026,-0.365347625,,"Skirmishes at Cedar Creek, Fla.",Skirmish,0,0,0
124,,1864-04-02,1864-04-02,FALSE,0.098313514,-0.266383379,,"Skirmish on Cedar Creek, Fla.",Skirmish,0,0,0
125,,1864-04-02,1864-04-02,FALSE,0.277995815,-0.799896124,,"Skirmish at Cow Ford Creek near Pensacola, Fla.",Skirmish,0,0,0
126,,1864-01-25,1864-01-25,FALSE,0.076210002,-0.219025959,,"Affair at Bayou Grand, Fla.",Skirmish,0,0,0
127,,1864-08-07,1864-08-07,FALSE,0.255081886,-0.733100032,,"Affair at Bayou Grand, Fla.",Skirmish,0,0,0
128,,1864-02-09,1864-02-09,FALSE,0.167066692,-0.473738664,,"Skirmish near Point Washington, Fla.",Skirmish,0,0,0
129,,1863-10-14,1863-10-15,FALSE,0.102372761,-0.31020235,,Skirmishes at Carrion Crow Bayou.,Skirmish,0,0,0
130,,1863-10-18,1863-10-18,FALSE,0.172529744,-0.52278684,,Skirmish at Carrion Crow Bayou.,Skirmish,0,0,0
131,,1863-11-03,1863-11-03,FALSE,0.061683788,-0.186909641,,"Skirmish at Carrion Crow Bayou, LA",Skirmish,0,0,0
132,,1863-11-11,1863-11-11,FALSE,0.018110886,-0.054878264,,"Skirmish at Carrion Crow, LA",Skirmish,0,0,0
133,,1863-11-18,1863-11-18,FALSE,0.236173103,-0.71563423,,Skirmish at Carrion Crow Bayou.,Skirmish,0,0,0
134,,1862-09-11,1862-09-11,FALSE,0.279024786,-0.748231752,,"Engagement at Saint John's Bluff, Fla.",Battle,0,0,0
135,,1862-09-17,1862-09-17,FALSE,0.219634692,-0.588971515,,"Engagement at Saint John's Bluff, Fla.",Battle,0,0,0
136,,1862-07-27,1862-07-27,FALSE,0.240929552,-0.714414361,,"Skirmish at Madisonville, LA",Skirmish,0,0,0
137,,1864-02-11,1864-02-11,FALSE,0.228132406,-0.67646773,,"Skirmishes near Madisonville, La.",Skirmish,0,0,0
138,,1862-06-25,1862-06-25,FALSE,0.20939059,-0.600496086,,"Skirmish near Pensacola, Fla.",Skirmish,0,0,0
139,,1863-11-02,1863-11-02,FALSE,0.181692509,-0.55017213,,"Skirmish at Bayou Bourbeau, LA",Skirmish,0,0,0
140,,1863-11-03,1863-11-03,FALSE,0.167375109,-0.506818473,,Battle of Bayou Boutbeau,Battle,896,716,180
141,,1864-02-19,1864-02-19,FALSE,0.117756333,-0.354015645,,"Skirmish at Grossetete, La.",Skirmish,0,0,0
142,,1864-04-02,1864-04-02,FALSE,0.218517155,-0.656936993,,"Skirmish at Grossetete Bayou, La.",Skirmish,0,0,0
143,,1864-06-19,1864-06-19,FALSE,0.24225083,-0.728288503,,"Affair at Bayou Grossetete, La.",Skirmish,0,0,0
144,,1863-10-16,1863-10-16,FALSE,0.23153233,-0.700623912,,"Skirmish at Grand Coteau, LA",Skirmish,0,0,0
145,,1863-10-19,1863-10-19,FALSE,0.251176303,-0.760067174,,"Skirmish at Grand Cotean, LA",Skirmish,0,0,0
146,,1864-07-15,1864-07-15,FALSE,0.108398618,-0.2912476,,"Skirmish at Trout Creek, Fla.",Skirmish,0,0,0
147,,1862-08-20,1862-08-20,FALSE,0.230388396,-0.690047178,,"Skirmish at Baton Rouge, LA",Skirmish,0,0,0
148,,1864-03-03,1864-03-03,FALSE,0.085447339,-0.255927364,,"Skirmish near Baton Rouge, La.",Skirmish,0,0,0
149,,1864-03-08,1864-03-08,FALSE,0.217024915,-0.650021583,,"Skirmish near Baton Rouge, La.",Skirmish,0,0,0
150,,1864-04-15,1864-04-15,FALSE,0.102161872,-0.305989853,,"Skirmish near Baton Rouge, La.",Skirmish,0,0,0
151,LA001a,1862-08-05,1862-08-05,FALSE,0.260505203,-0.77994802,,Battle of Baton Rouge,Battle,836,383,453
152,,1863-09-19,1863-09-19,FALSE,0.264215939,-0.790262063,,"Skirmish on the Greenwell Springs road, near Baton Rouge, La.",Skirmish,0,0,0
153,,1862-07-27,1862-07-27,FALSE,0.182151589,-0.538534868,,"Skirmish near Covington, LA",Skirmish,0,0,0
154,,1865-03-26,1865-03-26,FALSE,0.1769275,-0.511427836,,"Skirmish at Muddy Creek, Ala.",Skirmish,0,0,0
155,,1863-10-21,1863-10-21,FALSE,0.244883028,-0.738526601,,"Skirmish at Opelousas, LA",Skirmish,0,0,0
156,,1863-10-30,1863-10-30,FALSE,0.266756341,-0.804492885,,"Affair near Opelousas, LA",Skirmish,0,0,0
157,,1863-05-22,1863-05-22,FALSE,0.272799257,-0.821327949,,"Steamer Louisiana Belle attacked near Barre's Landing, Bayou Teche, La.",Skirmish,0,0,0
158,,1863-10-21,1863-10-21,FALSE,0.298728856,-0.899395261,,"Skirmish at Barre's Landing, LA",Skirmish,0,0,0
159,,1863-07-02,1863-07-02,FALSE,0.289252764,-0.862986992,,"Affair at Springfield Landing, LA",Skirmish,0,0,0
160,LA016,1863-09-29,1863-09-29,FALSE,0.197196067,-0.59048201,,"Battle of Stirling's Plantation, La.",Battle,636,515,121
161,,1864-02-10,1864-02-10,FALSE,0.101394157,-0.270758395,,"Capture of Camp Cooper, Fla.",Skirmish,0,0,0
162,,1863-05-01,1863-05-01,FALSE,0.303629504,-0.912935138,,"Skirmish near Washington, LA",Skirmish,0,0,0
163,,1863-10-24,1863-10-24,FALSE,0.240408957,-0.722847358,,"Skirmish at Washington, LA",Skirmish,0,0,0
164,,1863-10-31,1863-10-31,FALSE,0.166047775,-0.499262575,,"Skirmish at Washington, LA",Skirmish,0,0,0
165,,1863-05-23,1863-05-23,FALSE,0.241164524,-0.718275794,,Skirmishes on the Springfield and Plains Store roads.,Skirmish,0,0,0
166,,1862-04-10,1862-04-10,FALSE,0.073717878,-0.196125495,,"Skirmish near Fernandina, Fla.",Skirmish,0,0,0
167,,1864-10-18,1864-10-18,FALSE,0.119574992,-0.339829046,,"Skirmish near Milton, Fla.",Skirmish,0,0,0
168,,1864-10-26,1864-10-26,FALSE,0.18614461,-0.529018185,,"Skirmish at Milton, Fla.",Skirmish,0,0,0
169,,1864-06-02,1864-06-02,FALSE,0.088048723,-0.250232201,,"Capture of Camp Milton, Fla.",Skirmish,0,0,0
170,,1864-08-29,1864-08-29,FALSE,0.20177461,-0.573438242,,"Skirmish at Milton, Fla.",Skirmish,0,0,0
171,,1862-08-29,1862-08-29,FALSE,0.090101941,-0.268469943,,Engagement between U.S. S. Anglo-American and Port Hudson batteries.,Battle,0,0,0
172,,1864-09-23,1864-09-23,FALSE,0.151012239,-0.423998685,,"Affair at Euchee Anna Court-House, FL",Skirmish,0,0,0
173,,1865-03-26,1865-03-26,FALSE,0.274688786,-0.787083083,,"Skirmish near Spanish Fort, Ala.",Skirmish,0,0,0
174,AL005,1865-03-27,1865-04-08,FALSE,0.249515187,-0.714951584,,Siege and capture of Spanish Fort,Siege,1401,657,744
175,LA010,1863-07-08,1863-07-08,FALSE,0.060191563,-0.179059076,Port Hudson,Surrender of Port Hudson,Surrender,7000,0,7000
176,,1863-06-16,1863-06-16,FALSE,0.211856374,-0.630710399,,"Demonstration on Waterloo, LA",Skirmish,0,0,0
177,,1864-10-20,1864-10-20,FALSE,0.180689668,-0.537925059,,"Skirmish near Waterloo, La.",Skirmish,0,0,0
178,,1863-06-14,1863-06-14,FALSE,0.301545883,-0.896882653,,Second assault on Port Hudson,Battle,1766,1766,0
179,LA009,1863-05-21,1863-05-21,FALSE,0.229169412,-0.681055345,,"Action at Plains Store, LA",Skirmish,250,150,100
180,LA010,1863-05-27,1863-05-27,FALSE,0.109347797,-0.325251419,First Port Hudson,First assault on Port Hudson,Battle,2495,1995,500
181,,1865-04-09,1865-04-11,FALSE,0.120824138,-0.346189617,,"Bombardment and capture of Batteries Huger and Tracy, Ala.",Skirmish,0,0,0
182,,1863-11-30,1863-11-30,FALSE,0.306007694,-0.90998465,,"Skirmish near Port Hudson, La.",Skirmish,0,0,0
183,,1864-04-07,1864-04-07,FALSE,0.295443895,-0.87857075,,"Skirmishes near Port Hudson, La.",Skirmish,0,0,0
184,,1863-05-21,1863-07-08,FALSE,0.241611599,-0.718488695,,"Siege of Port Hudson, La.",Siege,0,0,0
185,,1864-05-24,1864-05-24,FALSE,0.06263937,-0.186655768,,"Skirmish near Morganza, La.",Skirmish,0,0,0
186,,1864-10-16,1864-10-16,FALSE,0.267858635,-0.798177867,,"Skirmish near Morganza, La.",Skirmish,0,0,0
187,,1864-11-23,1864-11-23,FALSE,0.033715212,-0.100466187,,"Skirmishes at Morganza, La.",Skirmish,0,0,0
188,,1865-04-01,1865-04-01,FALSE,0.240712841,-0.688490954,,"Skirmish near Blakely, Ala.",Skirmish,0,0,0
189,AL006,1865-04-02,1865-04-09,FALSE,0.161323759,-0.461420954,Fort Blakely,Siege and capture of Fort Blakely,Siege,3529,629,2900
190,,1863-05-25,1863-05-25,FALSE,0.185994551,-0.552227253,,"Skirmish at Thompson's Creek, LA",Skirmish,0,0,0
191,,1865-04-13,1865-04-13,FALSE,0.141722973,-0.405961898,,"Skirmish at Whistler or Eight Mile Creek Bridge, Ala.",Skirmish,0,0,0
192,,1862-08-10,1862-08-10,FALSE,0.209620904,-0.622740533,,"Affair at Bayou Sara, LA",Skirmish,0,0,0
193,,1862-08-23,1862-08-23,FALSE,0.1443313,-0.428778566,,"Affair at Bayou Sara, LA",Skirmish,0,0,0
194,,1863-11-09,1863-11-09,FALSE,0.070919839,-0.210688235,,"Skirmish near Bayou Sara, La.",Skirmish,0,0,0
195,,1864-10-04,1864-10-04,FALSE,0.148887219,-0.442313263,,"Skirmishes at and near Bayou Sara, La.",Skirmish,0,0,0
196,,1864-10-09,1864-10-10,FALSE,0.009981845,-0.029654007,,"Skirmishes near Bayou Sara, La.",Skirmish,0,0,0
197,,1864-09-27,1864-09-27,FALSE,0.20682391,-0.572865966,,"Action at Marianna, FL",Skirmish,0,0,0
198,,1864-09-27,1864-09-27,FALSE,0.265294084,-0.734740989,,"Skirmish at Marianna, Fla.",Skirmish,0,0,0
199,,1863-09-12,1863-09-12,FALSE,0.268035624,-0.795726089,,"Skirmish at Stirling's Plantation, near Morganza, La.",Skirmish,0,0,0
200,,1863-05-16,1863-05-16,FALSE,0.146379033,-0.430440378,,"Skirmish at Tickfaw Bridge, La.",Skirmish,0,0,0
201,,1864-10-05,1864-10-05,FALSE,0.174152479,-0.515379915,,"Skirmish at Thompson's Creek, near Jackson, La.",Skirmish,0,0,0
202,,1863-05-01,1863-05-01,FALSE,0.157278203,-0.462545435,,"Skirmish near Greensburg, LA",Skirmish,0,0,0
203,,1863-04-01,1863-04-01,FALSE,0.069264847,-0.203703617,,"Skirmish near Greensburg, La.",Skirmish,0,0,0
204,,1863-08-03,1863-08-03,FALSE,0.010371649,-0.030679662,,"Skirmish at Jackson, La.",Skirmish,0,0,0
205,,1865-03-25,1865-03-25,FALSE,0.116375301,-0.329416993,,"Skirmish at Cotton Creek, Fla.",Skirmish,0,0,0
206,,1864-05-01,1864-05-01,FALSE,0.107897163,-0.318171082,,"Skirmish at Clinton, La.",Skirmish,0,0,0
207,,1864-11-15,1864-11-15,FALSE,0.111251076,-0.328061221,,"Skirmish at Clinton, La.",Skirmish,0,0,0
